user_shop_id,buying_time,user_name,name,location,following_count,portrait,user_create_time
137976578,1637797171,miftahuljannah1020,miftahuljannah1020,KOTA JAKARTA TIMUR,114,476bc80d4bee9a2e0a88dfd6b84d0444,1554358908
92702642,1638060202,altaffarish,altaffarish,KOTA JAKARTA SELATAN,6,33502452484d9876becd7c4aab375205,1537928035
490555104,1637710601,kbqmart,kbqmart,KOTA JAKARTA BARAT,1155,f8f9b75aecfccea092250ea9d91ba678,1626390376
257911803,1638002833,1ofiqmr0af,1ofiqmr0af,KOTA JAKARTA TIMUR,55,,1588657336
657193,1637999813,elok.fashionsukabumi,Elok cosmetics,KOTA SUKABUMI,1075,eae449e74c204d9784a8f8c1a34d294b,1441799048
90331763,1637719484,arinalkhaqq,arinalkhaqq,KOTA SURAKARTA (SOLO),10,44d752740ead5aa79b71e63cdfa39825,1536817501
99091366,1637753132,nurainisatibi,nurainisatibi,KOTA JAKARTA TIMUR,13,f8e9a4abab71e39a731e7fb2c858568f,1540640994
234127826,1637841566,larassatichandra,larassatichandra,KOTA TANGERANG SELATAN,67,,1583634369
243231905,1637634547,wulandwihartati,wulandwihartati,KAB. SUMEDANG,14,2eafadb613e9fd218ed849d20b15d04e,1586418935
321640745,1638018755,ida.sopah,ida.sopah,KOTA BANDUNG,5,f3f82cff7d038680e8c3bfd5a47cc404,1602471034
277029182,1637400961,jessieeileenarmy,jessieeileenarmy,KOTA BATAM,78,adc97bf6d43c3d3d62d63182c8b1d4a6,1592817629
315949982,1637401279,yudi_romaedi76,0okcrwo7ky,KAB. PURBALINGGA,2877,d2403ef13eda831c5736b29807277822,1601383331
294413602,1637804907,jeroanati22,jeroanati22,KOTA MALANG,67,eb27b8b1ba1684b90e6b97e7423173f6,1596900616
57347087,1637579574,agungraikamar,AgungRaiKamar,KOTA KOTAMOBAGU,38,,1519107211
329740100,1637999723,vibiqiya,_bpt613tpwxwg5z_3x5lw_5q3z6p,KOTA BEKASI,143,,1604023143
47952169,1637945311,thriftedby.ika,Ngethrift.skuy,KOTA JAKARTA TIMUR,358,cb3f924c539bfa9f22133a0b4dca8872,1513170749
46807156,1637815242,nellafaizah14,nellafaizah14,KOTA JAKARTA BARAT,27,2792eb4ac47bb88a4b88fce372543836,1512647167
144332694,1637813835,raziq8402,raziq8402,KOTA JAKARTA TIMUR,6,13e776c7c7e7e8f6857876dc5e5145de,1556891338
18099371,1637370672,ernacahya09,ernacahya09,KOTA SERANG,306,5e20045fb8ab35ffb55eb768f1453dc9,1489382346
129186738,1637903933,ita_if,ita_if,KAB. BEKASI,8,a486ef19fe82f8312d0b12ded3ad6374,1551079708
17583866,1637935720,agustini8109,agustini8109,KOTA PONTIANAK,11,,1488719531
93569631,1637763140,dabthebaam,dabthebaam⭐️,KOTA BANDUNG,12,2f369b56aba0807520c0a30218677e8e,1538296719
132338631,1637285355,ayadudut03,ayadudut03,KOTA DEPOK,14,51a28311cf4e5186ec354ff313528548,1552181579
38707212,1637403349,mellyindri,Mellyindri,KOTA JAKARTA TIMUR,71,062fed53f45366559d04862888ce9bed,1507953138
9613695,1638002644,bunnahijab,bunnahijab,KOTA DEPOK,110,cedc541ffb2441b7e316520296725375,1473074720
109896096,1637382195,ernatomo,ernatomo,KOTA JAKARTA UTARA,156,,1543579914
25607379,1638009887,lusi.gita19,lusi.gita19,KOTA JAKARTA TIMUR,760,be1a80e821abe4b6add591466d396121,1497518935
46355228,1637307393,thebby94,Thebby94,KOTA SEMARANG,5,4559c5532002ad75a46de85de7a5556c,1512398001
33135562,1636939536,rizkisbhc,rizkisbhc,KOTA SURABAYA,28,cbb9960406f2de01b94789e3cfa56487,1504438997
53540282,1637933330,vonnylawardi,vonnylawardi,KOTA JAKARTA BARAT,101,6703b655a42be256df61c1c01bb7feb2,1516634049
11462410,1637218633,rahmadymas,rahmadymas,KOTA PANGKAL PINANG,105,5a5445b144a62b1b9b451155354f254b,1477352821
72958336,1638080542,dewijamhuri,blushy.lollipop,KOTA JAKARTA SELATAN,77,93ebcedad2bcba04d7f098a443f765a9,1528032432
124959541,1638004567,m.takul20,M.takul20,KOTA SEMARANG,248,3e892e78761874d166d59d837dedc18f,1549454542
74217017,1637486009,nicky.agustin89,nicky.agustin89,KAB. BOGOR,89,de9e4f09a9f313219b1ce3386881b957,1528670899
240503916,1637747589,nesyaauliaas,nesyaauliaas,KOTA JAKARTA SELATAN,107,4dfa939780ddbad1e3ee909e1dda70e9,1585633847
57228490,1637662531,nsetiati,nsetiati,KOTA JAKARTA PUSAT,34,c89271ac1701b88c72b3533f49c33590,1519025249
99001742,1637247787,paksurono,Paksurono,KOTA PONTIANAK,8,,1540619814
238774929,1637473878,ciagaiia124,ciagaiia124,KOTA BANDUNG,43,bb42548f1067fe3fadaeb5a7b977471c,1585097928
101801461,1637985428,chinsiawme07,chinsiawme07,KOTA PANGKAL PINANG,256,5c7bbe97185fbbb75d21015cd7c62e59,1541484556
38454159,1637671646,siska144,siska144,KAB. KUNINGAN,15,2b91d010f3906cc4970702debfd9d2a3,1507786218
14553035,1638068472,wulanmawarti,wulanmawarti,KOTA TANGERANG,268,cac1dfecd4bf6af1a648c22a64dadd3b,1483348568
29385978,1637584971,dinda_elma,dinda_elma,KOTA JAKARTA PUSAT,77,,1501601001
139464884,1637294542,keziashekinah26,keziashekinah26,KOTA SEMARANG,48,,1554978708
329462333,1638031149,nayahsafitri10,js2oggsrinmexh3hhzedkvdh5gxt,KOTA JAKARTA TIMUR,317,1aed26dbc5deb026ad2bfa3d6d2f38c4,1603967119
234023904,1636520423,novasafira123,Star slime,KOTA JAKARTA TIMUR,35,b361e699f9145a0948f011da3607b392,1583587603
76377453,1637789217,eernaaa2205,Eernaaa2205,KOTA YOGYAKARTA,28,41a5eb932bd79a58dc102f83045be6b6,1530004776
367238727,1637908119,mei__09,mei__09,KOTA BANDAR LAMPUNG,52,dd2c38d34d626771c081a944f8546b1e,1609661931
410200704,1637307789,w82094sghn,w82094sghn,KAB. MAGETAN,43,,1616652112
36680647,1637728360,keshalathifa,keshalathifa,KOTA JAKARTA SELATAN,73,a5f9d89219cb731e1b6fbf3a76551b6b,1506700844
226163001,1637928626,afifahramadhani_1621,Afifahramadhani_1621,KAB. BEKASI,32,5b406e4b43d6cdb5c868d2cc1f4841f9,1581211826
95148739,1637289781,husni.synysyer,Husni.synysyer,KOTA JAKARTA BARAT,11,99c825b4dc9f535f2caff1aa946ebcac,1538999996
144107061,1637588379,melisa76667,melisa76667,KAB. BELITUNG,16,407687f55d5c61a8bbd12e2de1800aaa,1556807138
579202782,1637386988,annisatriwahyuni021,annisatriwahyuni675,KAB. LAHAT,13,566efae62c852288d1c48e8e339206f8,1635826038
196554879,1637664857,azzahraptrp,azzahraptrp,KAB. BOGOR,49,54062f87a94e26fc5202a9720033b4d8,1573182432
23784868,1637587498,witiw_92,witiw_92,KAB. BEKASI,24,,1496108815
308794438,1637306550,hasnidat1007,hasnidat1007,KOTA LUBUK LINGGAU,20,b64fe9f23041b3da7da266fca4ac693c,1599889791
134348345,1636738759,titriagnes,titriagnes,KAB. BOGOR,251,64b1b52272d66cafda546537135c7d91,1552976894
212681858,1637842798,rahelrev,rahelrev,KOTA BEKASI,140,ca541cb4ba5c10389655829780572c6e,1576916157
158675117,1637989802,silvamaura04,Silvamaura04,KOTA JAKARTA PUSAT,43,,1561719604
418972764,1637740547,raiidahn,raiidahn,KOTA JAKARTA TIMUR,10,46ae36627c4b81fcdefdc34a151e00bc,1617810882
35854401,1637319869,devonwentyfebiantiana,devonwentyfebiantiana,KAB. TANGERANG,13,,1506170483
137593590,1637342375,zihandcg02,zihandcg02,KOTA JAKARTA PUSAT,149,72bbcc7b74edf7d1ef6ea2e579da0142,1554204697
41711659,1637910978,ezra.nugroho,Rafa & Raka,KOTA JAKARTA SELATAN,9,7c58dc48bb919b1fe1d0cbc0a3f1b811,1509869620
135384599,1637052781,rini.java,rini.java,KOTA TANGERANG,69,d2e4747ee870312afc6498b487bd3a73,1553401247
36196286,1637727882,imamhr,imamhr,KOTA BANDUNG,3,aae706ad30c5a74b11dd5127ab02fd4f,1506398763
27879153,1638005465,sriyatun123,sriyatun123,KAB. TANGERANG,169,a38e6d24c2811faf0bf67024ea1de3bf,1500157274
88904021,1637745072,dhedeesanto,dhedeesanto,KOTA DEPOK,137,0b15ec2dc2ec126222b4aed5c7df8104,1536393455
212189372,1637725579,helmasahara27,Helmasahara27,KOTA DUMAI,270,,1576763192
261781007,1637287423,ailaa.fth,ailaa.fth,KAB. SUMEDANG,12,8303773cb79979eb41f4d9ea333de4c9,1589386271
11677584,1637465986,diantiarvn,diantiarvn,KOTA TANGERANG SELATAN,247,8e2955446f788bd909358e697ca69f80,1477797435
256152582,1637845103,erfiastuti,w2cgxfjrx6,KOTA BEKASI,10,,1588299488
15154035,1637126237,soyfah,soyfah,KAB. CIREBON,331,bb308eeb45040719f9d6b7d71208da11,1484391381
312623927,1637485550,artanatali20,_83tn7c8jm,KOTA MEDAN,41,,1600679490
271737102,1638078264,aisyah_maulidiah,Aisyah_maulidiah,KOTA CIREBON,0,cc6e1a20ec46fc4ad7020ff593e47c0a,1591525768
193386582,1638080527,sarifahafriza1105,sarifahafriza1105,KOTA BEKASI,283,947d92307adfabe88cdc7d808c27215d,1572445645
33201990,1637847795,selvifu29,alyciavaniiaa,KOTA JAKARTA BARAT,79,fb897c6c238ba1e57a6c915642c20027,1504489152
60988908,1637904357,rosazenifaazzahwa92,Ocha's Store✨,KOTA TANGERANG SELATAN,23,898cb285a2da83babcbbd62152ac6ab4,1521240740
39047127,1637378961,anisapratiwi024,anisapratiwi024,KOTA SUNGAIPENUH,867,7772d441f8d793b60bd46558e9caad91,1508164102
82110788,1637584489,qwertyly,MS GLOW CILEUNGSI,KAB. BOGOR,136,8cea90ca36f0dfb2f7b4f4ac60832d78,1533038687
232957139,1637501878,rerenmeidy31,rerenmeidy31,KAB. BEKASI,151,0b68525685feae37dfa244c80b59af7b,1583242857
466843792,1637839316,hanazhafira17,z9s5fu5_fs,KOTA BEKASI,46,d202ba03d5f31c7d4cb733d4a6942b08,1623677501
151633856,1637659251,elisborjun,elisborjun,KOTA BANDUNG,36,05771b8ea27a90118ec66a6be27cda2e,1559112776
26866682,1637470143,sucibila,sucibila,KOTA JAKARTA SELATAN,277,363bdc43b25020c0788c89af83f70676,1499056879
99135533,1637309776,markleebestboy,nafasabilla,KAB. BEKASI,7,4b86fd59891732c22cc34c1bdc6da1b7,1540650216
117253766,1637287635,ratuamanda1510,RatuAmanda1510,KOTA JAKARTA BARAT,11,893b93cf4262cbe20b88db5159b0424b,1546064339
177104213,1637751631,yatirifiza24,yatirifiza24,KOTA JAKARTA UTARA,293,,1567904329
9974518,1637921435,aldysacaramina,aldysacaramina,KOTA CIMAHI,36,c556c703e01690ba04659979c08a1e4c,1473915082
53448410,1636973545,nikibunyanun,nikibunyanun,KOTA BONTANG,113,729184d8309cfa513fca085706485128,1516595573
105806206,1637930456,ninilido,ninilido,KOTA JAKARTA UTARA,79,,1542530044
53069680,1638078502,afidaau,Berkaa.id,KAB. SIDOARJO,222,bef02948eea263d1b28cd8112dfbdc24,1516352044
56352902,1637830134,audithaaa10,Audithasa10,KAB. BEKASI,143,191df19ad6ad5a048039faf4c8c5538a,1518352021
76128898,1637889510,achieraonline,Achiera Online,KOTA PALU,554,7e1a047edf8ba273493ce3716765995e,1529863036
25832930,1637238809,ermaputri13,ermaputri13,KAB. SUKOHARJO,68,dec9f1fd2b5690acbc18f5e71cbc51d7,1497724625
161199685,1638008995,christylase,christylase,KOTA JAKARTA PUSAT,25,c0ae56a02f938704c80fedf090074196,1562564882
19793253,1637298486,rifkialthaff,rifkialthaff,KAB. BIREUEN,64,4d2eb181939d31d391441a61dc965b0d,1491483807
70009828,1637722396,adelesa,adelesa,KOTA JAKARTA PUSAT,0,,1526623120
17392964,1637734259,dinnurbunda,dinnurbunda,KAB. PANDEGLANG,60,bc234bfdce5ae2a11ad1ee696a9a4039,1488449064
105918459,1637562864,dhiandraps,dhiandraps,KAB. BEKASI,125,c00020fbe9a0ef00be5127e250207633,1542560083
337834138,1637817390,cathleen1_,cathleen cey,KAB. KUTAI KARTANEGARA,2,987190806439e728950356623c09578f,1605167194
72363095,1637481865,yunoce,yunoce,KOTA JAKARTA SELATAN,2,,1527753958
41447227,1637140789,rizkatnl,rizkatnl,KAB. BEKASI,59,90e34ff641b9b31b552392722fcb2c37,1509704699
481792043,1637578371,wijayaabungkusuma,wijayaabungkusuma,KOTA BANDAR LAMPUNG,19,b08f0e5f80d82fb84f84b2bda039bbab,1625489340
66548876,1637993783,sitiulfah94,sitiulfah94,KAB. CIANJUR,22,55516e148f1e840bfe9a52cd6be0da62,1524565355
23608890,1637140097,septirina96,septirina96,KOTA DEPOK,89,715bb6b16ca33deddaf5c45ad60a0d5f,1495948811
285669412,1637406513,indarrp,indarrp,KAB. SUMBAWA,36,19bc77dd6f39e5f1490e90e1ca3c8875,1594860691
299396930,1637405693,raihan220615,raihan220615,KOTA DUMAI,24,5862bcf1d4b85a0e375d0724d2f0e039,1597996767
78400554,1637929166,ephong159,Ephong159,KOTA CIMAHI,110,59b9a077c553547ba89313a81454fd0d,1531131943
172126609,1637932166,annadewi123,annadewi123,KOTA YOGYAKARTA,65,,1566448775
71835707,1638001979,desrani20,desrani20,KOTA JAKARTA BARAT,41,8d0839557ff75cedbe35046ac7e3f8bf,1527515712
402373489,1637925051,deewis_rins04,guhuxn_ber,KOTA TANGERANG,26,6b7889e1ec8e0422fe1512e16cdf9f57,1615625899
156797289,1638007554,didahmoeh,didahmoeh,KAB. BOGOR,53,067b06314b3b39ba0fa76347331d2059,1561036144
279065875,1637910385,nancyaphing,y03_g7dzay,KAB. TANGERANG,41,,1593317608
137828795,1638004639,rosdia.77,Delvs shopp,KOTA TANGERANG,61,063f1f9c4945462aadecdbc70accd55b,1554295695
419903870,1637982082,x_rq102l5g,x_rq102l5g,KAB. INDRAMAYU,92,,1617946184
50455676,1637663910,tasia_1604,tasia_1604,KOTA BANDA ACEH,136,2d75847e958b1882819371f91b2a15fc,1514695087
15287483,1636945387,yatikurniawati,YatiKurniawati,KOTA TANGERANG SELATAN,56,795fcf2f4f763c706f849eb2aa09c539,1484640657
75896819,1636969086,bungapratiwi94,bungapratiwi94,KOTA JAKARTA PUSAT,15,5409cde012e9d03aef3b7e9459cfa80b,1529737088
26714942,1637759137,yurierierie,yurierierie,KAB. BOGOR,29,5dd14f20d2dd3634daba149ef03e6946,1498882118
39398260,1636938862,vidistorecilegon,Vidi inStore,KAB. SERANG,43,,1508397715
452401508,1637830790,sembussines,r3kev1menj,KOTA KUPANG,9,2660d5d38c33a7d0f2d224ec663dac22,1622095994
349621743,1638075721,sheila__1126,xfdpwnjcow,KOTA JAKARTA SELATAN,16,038cb012e81ef204bbd12eb06ee3798d,1606997305
184042754,1637315043,handmade_dli,Delikiswanasuci,KOTA BANDA ACEH,99,2b5c4a7add40b5538e5092f21e0095f2,1569928789
77678431,1637904313,anitanovelia24,AnitaNovelia24,KOTA PALEMBANG,37,2e58cbe0b5714d9eac9b4490091d42e4,1530760053
11439241,1637064018,nurkhoerini,flowidotukusi,KAB. PEKALONGAN,74,0cbb74869975b4f1aa4c046f784be7b1,1477299456
228609596,1637977823,nurul.arfiyanti,nurularfiynti,KOTA JAKARTA SELATAN,21,8b5aacc45e0af9871e476780fcd09c8c,1581987951
187549029,1637631269,triaelsaputri,TriaElsaPutri,KOTA BANDAR LAMPUNG,93,6a9b78e19ae31b8e7407184c40f21399,1570788489
79343177,1637651975,biasvilosa,biasvilosa,KAB. SLEMAN,51,87c5793b64eb74997c09f1d7ce9f159b,1531630399
60207861,1637803779,khilmiabdullah,chilmyabb,KAB. BOJONEGORO,30,9bb646de6d223da10c45ee9cf32e0dbf,1520771067
145445388,1637745495,ernarahamwati,ernarahamwati,KOTA DEPOK,23,,1557285019
470995575,1637757145,otoyrusdianto,gbweme8ftg,KOTA JAKARTA BARAT,63,,1624175653
316509478,1637512106,clarasabrina28,clarasabrina28,KOTA BEKASI,33,aa93bac07f963053385579e88fd9c878,1601510170
6805179,1638071590,glowingpedia,Glowingpedia,KAB. SIDOARJO,283,cafa372d8e5b82c38b84dc655a28a290,1465875444
395417245,1637910623,rinahaniw,03h6zqyxgx,KOTA CIMAHI,74,af8ce3e9a5f8de3559ead1991d57bc59,1614664697
112493513,1637982235,aldoferdido,aldoferdido,KOTA JAKARTA SELATAN,80,29c1756cb3634d34b6e7755d71444546,1544433973
233624576,1637563739,ryomediamitra,ryomediamitra,KOTA PEKANBARU,14,7d36e5b38495a998732d6b541de929fe,1583466649
8253209,1637073654,zasticha_puspa,zasticha_puspa,KOTA MEDAN,184,6890987eb5fe82c72efcbabb08b1141b,1469511730
385469475,1637993051,diraa_p,n22867gh7o,KOTA BEKASI,3,2c1b86d48b98590d98a5cd0a1de068be,1612838599
333429956,1637988504,vackist,Omah Putri snack,KOTA JAKARTA PUSAT,5,bc3cb47b2de536314c33732a0b107f10,1604656214
40141696,1637840191,niandinys,niandinys,KOTA SEMARANG,84,cdfe9523156b2e047ebfa2ac698b7ad1,1508847833
322275375,1637834698,greta_juli_pangestu,tgy9qi55kmuu8fxfzj8s7rvfjin_,KAB. TEMANGGUNG,23,584f7690fadf7c382051e8ff55277523,1602589407
30499449,1637918617,putriapriatiutami,Queen_sale,KOTA DEPOK,323,633cc4389256d8818c4aeb63a5fbf14e,1502479485
5316196,1637756960,ccelinera,ccelinera,KOTA JAKARTA UTARA,106,a39001e7fcf0c213b831a42fb110456c,1462280164
113176086,1637463293,preloved_by_me.id,Proleved_By_Me🛒🛍️,KOTA JAKARTA TIMUR,44,4813631d687b33101fc73b85493d0c86,1544580622
28934894,1638024515,ratnauly0506,Nauly_Collection,KAB. MAJALENGKA,89,a0dbbfbb3eab11654543a5916f1b5be7,1501180441
424683109,1637541482,saridewiq78,saridewiq78,KOTA PEKANBARU,83,dc7f50e8f48f8c30e33ccdcb0c824d6e,1618587894
16368139,1637330201,fadmikh2907,fadmikh2907,KAB. BEKASI,20,235daa924ad2e2f7be78f2b998fa5064,1486655650
340584248,1637736638,nidiyans,nidiyans,KOTA JAKARTA SELATAN,7,99dbe4325a33303e25f1f4782ab1343a,1605629327
68033871,1637126240,titahrsy,TitahRsy,KOTA BOGOR,19,20ed9ee5664a19961280a20bc239de67,1525431333
166075662,1637741544,tikanoviani003028,tikanoviani003028,KAB. CILACAP,72,46d056ad94ad888a0db9a66b3304843f,1564255750
286893653,1637843531,1wh2hq9pbh,1wh2hq9pbh,KOTA MANADO,63,,1595153280
99883163,1637806398,nurulmaulida01,NurulMaulida01,KAB. TEGAL,122,376a7e39ee5c41bb47afda713ec14fcc,1540893725
157264747,1637294758,ismy37,ismy37,KAB. BREBES,10,4170e012603aa9a1f476b83a5533b5eb,1561208024
58412573,1637198421,jadiati,jadiati,KOTA JAKARTA TIMUR,177,d661a1c31e71f189b034549296474127,1519728367
64127340,1637919292,acintyad,acintyad,KAB. BANDUNG,112,3dcfaa73c72e0f5b20535479c8b9100a,1523102876
11287820,1638006599,aydilidya,Aydilidya by Lids,KAB. BEKASI,297,6a639fdcc781282e8ae68a551c764ae6,1476955076
21593435,1637820850,fadhil1670,pasarlokalindonesiaaa,KAB. BANDUNG BARAT,311,23e455b925c939abf31ab635234fa5e0,1493789418
76501394,1637705469,afahnisa,afahnisa,KAB. KOTA WARINGIN TIMUR,104,c5d881ea06b06c92c34153fb383f59ef,1530081104
17781795,1637730113,sharoon.id,sharoon.id,KAB. BOGOR,6,59d5d1c01c9ca772bd7a99f0fc7f7fde,1488966857
240932069,1637826603,louwrentia,louwrentia,KOTA SURABAYA,3,,1585763298
215380773,1637863714,erlin1958,erlin1958,KOTA BANDUNG,40,c4ee238ee230f2ec5e76d0c2fdb6852d,1577764106
36720249,1637057110,henniwidjaya,henniwidjaya,KOTA JAKARTA SELATAN,15,1c00df0d4c03e30685149cf6b394ebb5,1506743085
43255460,1637643797,adindaputrisheryanto,adindaputrisheryanto,KAB. KARAWANG,225,194261430f943c8ce8fcea87ea1e9f24,1510556111
284676465,1637383848,yayangelsa29,ft_vik4xrb,KAB. BANDUNG BARAT,19,c93c5eca52ca3a99c554779f7d7be057,1594624525
7763018,1637635765,nanisuriyani,nanisuriyani,KOTA BALIKPAPAN,203,6f866005626a0878719f60950af1f82e,1468305034
37206160,1637640484,riskatiara10,riskatiara10,KAB. BENGKULU SELATAN,97,ff0b4e1d24145e82811c93f5a8cc3c30,1507045591
79711780,1637411821,radityamanah16,radityamanah16,KAB. SLEMAN,20,,1531815260
15579301,1637932166,viskarestiv,viskarestivani,KOTA JAKARTA SELATAN,14,6f9a9f4be284dc1062ae796fa31b691d,1485179232
136033147,1637227806,dkfls28,JasTipAlbumKpop,KOTA JAKARTA PUSAT,14,,1553658513
62759627,1637484231,tricia1005,tricia1005,KOTA SEMARANG,387,,1522251842
479011994,1638012312,rifaihakim3,19_781nphc,KOTA SEMARANG,16,94c283fad68fc1241b414bfd21ebb3a5,1625137868
5288467,1637904724,desiilham,desiilham,KOTA DUMAI,102,2948409020fb68abb2dbfa2f4945f562,1462198521
95951598,1637659831,tasyaadz_zaa,tasyaadz_zaa,KAB. BEKASI,66,964851c78e09c88f72b32e4bfca6180a,1539334524
194970731,1638075294,ramadhana_mawar,ramadhana_mawar,KOTA TANGERANG SELATAN,138,ebe0303013fa8d4552d817fb3e9b4191,1572848068
103349317,1637656699,suratman8411,suratman8411,KOTA MEDAN,13,331ad7a7894a792a1961e6476509e6d8,1541871381
169635477,1637326367,brosagtg,brosagtg,KOTA MEDAN,49,2fdaa770ed31d358d9fb4395e29bf118,1565503445
140720322,1638076447,deasy_nurfitriani,deasy_nurfitriani,KOTA CIMAHI,11,,1555547531
161888056,1637734817,dnxl.7,trianaputrirohani,KOTA DEPOK,5,a37ade67076d94b2981b4094a4dc797a,1562803675
286134649,1637678197,kenyo_kurimah,kenyo_kurimah,KAB. PEKALONGAN,79,0f5384d94271ef325abc577abe12d86b,1594965369
26202177,1637905484,karolinayobie,karolinayobie,KOTA JAKARTA SELATAN,68,1bb87fb2ae6090e227d204a891eb85b9,1498167703
9138847,1638063590,elsadwihermiati,elsadwihermiati,KOTA BANDUNG,247,a9ba9c33cd715ee25904a44a1233b85d,1471813852
71110568,1638013328,noviantikas,noviantikas,KAB. SUBANG,79,27b71a86bb8426e8465e26ea28b87662,1527195746
15087180,1637320205,yawshelly,shellyliauw,KOTA JAKARTA BARAT,78,4469ed59e27a854ba951cffe6711c5e1,1484272349
243044326,1637770591,anggraeni2705,Anggraeni2705,KAB. CIANJUR,300,bac3f92b2274240526fdedcf9c8769be,1586361287
71858545,1637669779,dianratnasuryandari,dianratnasuryandari,KAB. PATI,157,51ce8acf0b76ba035a8f11284ca2bd9c,1527522480
52361968,1637856204,sarahdwiy28,sarahdwiy28,KOTA JAKARTA PUSAT,13,9b724f337abb5c849cc87a7acbd57e33,1515920033
115474858,1637362822,dianeys,dianeys,KOTA MATARAM,11,,1545260363
67493819,1637895669,22jaketdistro,22 Jaket Distro,KOTA BANDUNG,6,ea02f29e5270a258f4ff2e798bb282b3,1525104870
214867175,1638018096,jeanxean,CJD Shop,KOTA JAKARTA BARAT,10,5bbbbd24319390017abf18114e86f796,1577590733
113787327,1637556060,janeapriesta716,Janeapriesta716,KAB. BULUNGAN (BULONGAN),85,2da8aca4cb4555c67fde5a0cebb630d0,1544622855
445946871,1637818149,nasaku2303,_pabel3sb2,KAB. BOGOR,10,2ff87d47569b52ea7e19970b8fee58aa,1621313272
28926938,1637414602,awie98,awie98,KOTA PONTIANAK,11,,1501169893
104819632,1637673933,trie_pm,trie_pm,KOTA JAKARTA SELATAN,4,,1542181582
25314008,1637156155,vimalaseptriyana,vimalaseptriyana,KOTA BANDUNG,73,,1497324985
166426533,1637666083,gadingmuhammadilham,gadingmuhammadilham,KAB. SIDOARJO,152,2991a3a1719797527b12123da8593309,1564389772
398390246,1638080511,ninasan28,av81abze_6,KOTA BEKASI,24,,1615026413
8078582,1637196245,theresa_demi,theresa_demi,KOTA BANDUNG,75,244d192026fbdbafcd7f4b829f37a058,1469072494
154015111,1637760082,f.luluah,f.luluah,KOTA JAKARTA TIMUR,5,eef19b64b248ebca36d0e5ccb91ed341,1559994628
112805097,1637674857,syakilla_11,Syakilla_11,KOTA SERANG,37,9946f8bbdce2d8491f4dc9daa2ad6973,1544513161
37422558,1638060001,firdaarr,faza craft shop,KAB. TANGERANG,188,c527fc1bd20aaed564c728d78f730351,1507187938
780797,1637816699,ketrin_hu,Liana.wardrobe,KOTA JAKARTA SELATAN,28,5413331783800c0cb78cc9bbe741b1c6,1442625229
74542412,1637754114,lisrianingsih,lisrianingsih,KOTA CIMAHI,63,933c7cc853f4d407c9430beddd4d9c62,1528869124
540710229,1637325709,kk5on_qas_,kk5on_qas_,KOTA PALEMBANG,8,,1631891803
600009551,1637914025,cutfindi02,9t0jb81eqz,KOTA DEPOK,4,8258d912598c1d21dad98af75dbe7ec0,1637585833
60260846,1637244608,luxoriouz,luxoriouz,KOTA BOGOR,50,55d59876f955739af733186bb4872384,1520815408
389084226,1637332251,bzoel23,lvy6m3mhjq,KOTA BANDUNG,60,574f68d1877074c2a780cf732c815d49,1613550531
80310919,1638011512,amandaharianja1,amandaharianja1,KOTA SEMARANG,61,a0aa0e0f1f5872b57cfcd3ecb0f6ef14,1532100858
16532164,1638069496,binda_dian,binda_dian,KOTA TANGERANG SELATAN,29,9697e9e3e2dcf42762a0801bfd8e20ae,1486968729
36573401,1637237581,ricakusuma21,RicaKusuma21,KOTA PALEMBANG,27,958ab88ce05a3201062028d7f0e9a49d,1506646203
122572037,1637911838,windizahra,windizahra,KAB. BEKASI,11,70ecf636a298455cabf6e396f5898c6a,1548392936
29472879,1637132401,yonaslh,yonaslh,KAB. BANDUNG,31,f7df6bed253aee4ca4069b77f0a65a40,1501674262
268986190,1637928275,daradeasyy,daradeasyy,KOTA YOGYAKARTA,5,e13619086906460abdbb161e503556f2,1590941370
137087353,1637825018,darwis027,Darwis027,KOTA DEPOK,25,,1554036829
89623445,1636711918,ikafariha15,ikafariha15,KAB. TANGERANG,130,c779ebd3bca15cad3dfa7bfcdf9ffcaa,1536518565
46638923,1637738005,isra354,isradjokam,KOTA KEDIRI,86,e232ddc8d273177b3669fdea2aab6f9c,1512555846
8918152,1637204131,ichaasalsabillah,ichaasalsabillah,KOTA MEDAN,229,27298846c492aa5744655b9cc2141c90,1471190799
276007485,1637231604,2020_amel.,x7_m49ohij,KAB. PESAWARAN,43,b968f86953b4bc285710cd502e9011c1,1592552409
54032277,1638060526,vinessa.p,vinessa.p,KOTA JAKARTA BARAT,513,cf53492abeb32ca8cbb5fc7cbe0786dc,1516951042
139971085,1637738398,eevie2017,Eevie2017,KOTA MANADO,35,,1555223658
312751483,1637725037,rokiahlutfi,rokiahlutfi,KAB. GRESIK,22,fcf1d5de50ab4d248abbbd46b046372c,1600699796
53843634,1638055984,gittangelina,gittangelina,KAB. BANDUNG BARAT,57,1be5226b0d14e9fb913fd3c7f7b3cbab,1516840388
350620717,1637880341,ocharsnt,ocharsnt,KAB. PAMEKASAN,15,69c261ef6790d38219bdd027018431c4,1607153033
53053239,1637133643,nurfithrijuliastuti,nurfithrijuliastuti,KOTA SURABAYA,259,023b8ac9eaa24aa93a375281f4fd00f1,1516344598
291797268,1637133728,rizkiwahyu_17,ochchjssgf,KOTA SURABAYA,114,0b6b171bde000b3ec4b63b2718128625,1596368301
77490177,1637140472,rifkiesyafrudinpamungkas,rifkiesyafrudinpamungkas,KOTA BATAM,24,0db7d5b78c137ce637391fd1b5bd71c3,1530641090
